[ 29.\,02.\,2012 ]
  \WinEdt{!KrNeki}{( -->  4 h, 56 min.)}{Wednesday}{00:00-00:04}
  \WinEdt{!KrNeki}{( --> )}{Wednesday}{19:08-23:59}
  \WinEdt{!KrNeki}{( 3 h, 23 min.)}{Wednesday}{12:45-16:08}
  \WinEdt{!KrNeki}{( 0 h, 01 min.)}{Wednesday}{22:06-22:07}
