[ 03.\,09.\,2012 ]
  \WinEdt{ECell}{( -->  1 h, 24 min.)}{Monday}{00:00-01:10}
  \WinEdt{ECell}{( --> )}{Monday}{23:46-23:59}
  \WinEdt{ECell}{( 1 h, 53 min.)}{Monday}{10:52-12:45}
  \WinEdt{KG130116}{( 0 h, 09 min.)}{Tuesday}{13:28-13:37}
  \WinEdt{Kostanjsek}{( 1 h, 08 min.)}{sreda}{09:50-10:58}
  \WinEdt{Kostanjsek}{( 0 h, 03 min.)}{sreda}{11:13-11:16}
  \WinEdt{Lezije}{( 3 h, 33 min.)}{èetrtek}{12:51-16:24}
